date,A,B,C,D,E,GS,FS,GN,FN,MW,ME,HW,HE,L,N,KW,KE,S,PS,PN,T,RS,RC,RN
2020-10-30,5973,1933,3575,11689,8721,9252,9692,12618,9470,7176,7811,8549,8173,9381,12053,15910,14738,12190,9435,15058,11756,14466,17367,7759
2020-10-31,5989,1944,3582,11714,8773,9279,9717,12654,9494,7226,7835,8589,8206,9404,12102,16005,14782,12237,9455,15142,11798,14540,17460,7786
2020-11-01,6008,1952,3594,11749,8799,9299,9733,12689,9531,7252,7866,8624,8237,9445,12157,16068,14837,12267,9483,15199,11854,14610,17560,7819
2020-11-02,6228,1974,3600,11916,8909,9393,9817,12815,9583,7340,7922,8791,8314,9518,12227,16166,14952,12327,9554,15288,11934,14891,17753,7911
2020-11-03,6240,1977,3603,11950,8928,9418,9831,12833,9607,7373,7943,8817,8345,9545,12260,16203,14987,12346,9579,15335,11977,14942,17805,7936
2020-11-04,6249,1981,3605,11984,8943,9443,9855,12843,9637,7395,7960,8838,8373,9567,12320,16247,15034,12380,9608,15369,12016,14979,17869,7965
2020-11-05,6267,1992,3614,12028,8958,9461,9881,12865,9674,7423,7989,8863,8397,9596,12371,16298,15093,12420,9646,15435,12057,15043,17965,7998
2020-11-06,6273,1996,3623,12058,8977,9487,9900,12889,9701,7454,8014,8888,8421,9624,12419,16338,15142,12458,9694,15492,12103,15099,18036,8023
2020-11-07,6281,2003,3629,12087,8999,9504,9912,12908,9725,7474,8030,8919,8437,9647,12456,16389,15185,12502,9747,15547,12166,15144,18110,8051
2020-11-08,6289,2007,3636,12105,9006,9522,9923,12930,9749,7491,8044,8946,8458,9675,12490,16417,15208,12534,9775,15573,12194,15193,18134,8060
2020-11-09,6300,2015,3642,12145,9029,9562,9946,12979,9785,7532,8081,9001,8501,9739,12541,16504,15254,12578,9840,15628,12248,15269,18241,8090
2020-11-10,6306,2016,3647,12166,9036,9579,9955,12994,9809,7547,8098,9037,8521,9765,12558,16567,15293,12597,9880,15672,12266,15323,18308,8104
2020-11-11,6320,2018,3659,12191,9042,9593,9964,13004,9829,7553,8106,9065,8541,9778,12581,16600,15309,12619,9912,15707,12286,15367,18343,8114
2020-11-12,6348,2019,3668,12226,9059,9615,9981,13031,9859,7593,8132,9104,8571,9808,12647,16680,15381,12662,9966,15758,12342,15464,18418,8142
2020-11-13,6368,2026,3673,12248,9076,9630,9997,13061,9889,7626,8165,9125,8598,9854,12704,16734,15415,12686,10014,15804,12375,15537,18464,8155
2020-11-14,6358,2030,3680,12226,9068,9592,10010,13025,9906,7620,8160,9116,8607,9869,12739,16788,15430,12722,10016,15845,12430,15442,18449,8151
2020-11-15,6369,2033,3683,12244,9079,9606,10030,13039,9925,7642,8176,9153,8635,9896,12772,16844,15466,12740,10039,15881,12462,15490,18519,8178
2020-11-16,6371,2034,3686,12275,9090,9616,10037,13053,9941,7655,8188,9174,8651,9912,12796,16900,15502,12761,10063,15920,12499,15529,18561,8193
2020-11-17,6361,2034,3675,12291,9092,9610,10041,13049,9948,7662,8182,9146,8652,9902,12794,16922,15488,12784,10065,15946,12501,15529,18583,8195
2020-11-18,6372,2034,3678,12317,9104,9622,10054,13065,9968,7685,8196,9161,8663,9914,12813,16965,15525,12815,10088,15973,12530,15552,18626,8208
2020-11-19,6403,2036,3683,12351,9123,9629,10065,13087,9987,7716,8208,9190,8675,9937,12846,17030,15571,12848,10125,16010,12569,15615,18684,8226
2020-11-20,6431,2040,3691,12388,9143,9652,10096,13111,10023,7750,8241,9220,8711,9975,12884,17108,15611,12907,10166,16065,12635,15701,18772,8251
2020-11-21,6459,2044,3709,12426,9157,9674,10120,13133,10058,7788,8259,9255,8734,9998,12952,17165,15663,12962,10215,16124,12700,15780,18853,8282
2020-11-22,6470,2046,3723,12470,9165,9695,10145,13168,10116,7831,8282,9292,8755,10032,13005,17263,15718,13025,10275,16188,12747,15863,18919,8321
2020-11-23,6493,2050,3735,12521,9187,9711,10183,13195,10148,7861,8330,9314,8788,10074,13077,17335,15763,13062,10336,16269,12818,15935,19015,8350
2020-11-24,6500,2050,3747,12545,9200,9730,10201,13217,10174,7896,8354,9343,8806,10099,13127,17400,15806,13097,10379,16311,12846,15988,19073,8369
2020-11-25,6513,2051,3754,12581,9211,9756,10225,13254,10213,7932,8372,9370,8820,10135,13170,17464,15866,13147,10417,16378,12909,16035,19134,8394
2020-11-26,6536,2054,3761,12631,9230,9775,10252,13280,10240,7974,8395,9413,8850,10156,13198,17539,15925,13191,10469,16454,12976,16109,19264,8436
2020-11-27,6560,2057,3767,12665,9240,9808,10279,13316,10301,8017,8429,9444,8880,10196,13286,17616,15986,13244,10522,16497,13029,16177,19342,8465
2020-11-28,6579,2060,3772,12702,9263,9820,10302,13348,10340,8037,8453,9471,8907,10234,13340,17696,16057,13313,10585,16553,13091,16244,19415,8490
2020-11-29,6587,2061,3779,12733,9286,9843,10325,13379,10368,8066,8484,9503,8946,10269,13395,17775,16113,13357,10656,16610,13144,16294,19510,8517
2020-11-30,6599,2063,3783,12758,9295,9867,10347,13404,10401,8093,8501,9542,8959,10294,13455,17843,16163,13409,10704,16661,13194,16349,19590,8534
2020-12-01,6605,2068,3787,12773,9303,9883,10365,13429,10420,8117,8518,9567,8978,10311,13487,17888,16198,13443,10733,16702,13230,16387,19616,8543
2020-12-02,6618,2070,3795,12787,9316,9898,10378,13455,10454,8123,8536,9601,9003,10335,13524,17937,16240,13471,10772,16736,13261,16431,19660,8564
2020-12-03,6636,2076,3799,12812,9329,9917,10398,13488,10484,8155,8571,9635,9031,10355,13590,17997,16282,13509,10828,16790,13320,16478,19718,8596
2020-12-04,6643,2077,3804,12837,9344,9930,10416,13523,10513,8178,8590,9664,9048,10386,13637,18044,16327,13549,10880,16844,13381,16528,19786,8646
2020-12-05,6661,2077,3813,12856,9349,9941,10432,13548,10545,8208,8606,9701,9072,10405,13675,18085,16384,13590,10918,16888,13433,16572,19831,8669
2020-12-06,6667,2079,3820,12875,9358,9956,10442,13574,10574,8240,8626,9731,9092,10421,13711,18137,16419,13622,10967,16919,13476,16631,19880,8696
2020-12-07,6673,2080,3822,12902,9366,9975,10461,13602,10593,8264,8647,9757,9110,10443,13747,18196,16454,13649,11009,16968,13515,16679,19947,8726
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-10,6694,2090,3828,12947,9399,10016,10504,13650,10655,8317,8694,9808,9159,10499,13850,18329,16552,13737,11080,17079,13641,16801,20094,8767
2020-12-11,6702,2095,3832,12970,9416,10036,10521,13674,10676,8343,8709,9837,9187,10535,13886,18398,16603,13780,11134,17114,13697,16841,20158,8799
2020-12-12,6711,2098,3837,12981,9424,10051,10536,13694,10697,8365,8729,9862,9229,10557,13910,18446,16636,13807,11162,17150,13743,16892,20208,8818
2020-12-13,6736,2099,3841,13003,9437,10058,10544,13714,10716,8399,8742,9888,9265,10581,13940,18485,16685,13829,11176,17189,13785,16942,20248,8829
2020-12-14,6743,2099,3847,13028,9450,10069,10559,13731,10738,8416,8756,9908,9275,10601,13964,18517,16727,13865,11213,17216,13842,16984,20295,8842
2020-12-15,6753,2100,3848,13041,9459,10079,10570,13747,10764,8438,8771,9926,9295,10613,13985,18545,16750,13882,11237,17246,13871,17018,20332,8858
2020-12-16,6777,2101,3854,13052,9469,10092,10581,13757,10777,8449,8790,9938,9306,10633,14013,18582,16784,13909,11259,17283,13899,17046,20365,8878
2020-12-17,6806,2104,3857,13074,9479,10107,10592,13781,10799,8471,8807,9960,9333,10667,14039,18653,16827,13946,11292,17329,13950,17120,20409,8901
2020-12-18,6814,2107,3862,13090,9492,10123,10615,13800,10821,8484,8817,9973,9352,10687,14060,18692,16859,13980,11313,17363,13985,17158,20452,8913
2020-12-19,6823,2108,3863,13110,9505,10135,10629,13816,10841,8510,8828,9989,9363,10708,14085,18750,16909,14007,11347,17403,14016,17205,20505,8941
2020-12-20,6833,2109,3869,13132,9520,10154,10639,13842,10854,8528,8844,10013,9383,10731,14103,18796,16954,14039,11374,17434,14047,17262,20554,8959
2020-12-21,6838,2115,3876,13155,9524,10174,10654,13864,10877,8543,8867,10026,9396,10751,14114,18824,16986,14069,11420,17471,14077,17298,20612,8982
2020-12-22,6847,2115,3878,13164,9536,10188,10668,13876,10898,8559,8878,10044,9417,10761,14133,18848,17007,14094,11441,17499,14108,17335,20644,8992
2020-12-23,6856,2116,3880,13175,9558,10201,10676,13892,10919,8570,8888,10069,9427,10781,14145,18879,17045,14111,11464,17533,14139,17363,20683,9007
2020-12-24,6890,2117,3885,13191,9576,10214,10701,13913,10938,8597,8920,10097,9451,10798,14188,18918,17080,14140,11489,17561,14196,17418,20742,9027
2020-12-25,6910,2121,3888,13219,9595,10231,10716,13930,10956,8603,8941,10118,9481,10827,14220,18966,17127,14155,11514,17608,14228,17455,20787,9043
2020-12-26,6922,2125,3889,13239,9601,10250,10731,13943,10963,8618,8961,10141,9508,10843,14252,19022,17160,14173,11539,17638,14264,17498,20853,9049
2020-12-27,6927,2131,3892,13263,9610,10259,10745,13955,10985,8635,8973,10162,9519,10863,14276,19060,17189,14191,11559,17687,14300,17547,20883,9059
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-29,6960,2139,3896,13316,9640,10287,10767,13995,11030,8681,8993,10205,9540,10902,14333,19130,17259,14245,11600,17760,14377,17622,20956,9081
2020-12-30,6984,2141,3897,13336,9659,10296,10779,14009,11048,8700,9012,10227,9554,10925,14365,19164,17287,14265,11621,17782,14401,17648,21006,9103
2020-12-31,6998,2145,3900,13360,9680,10311,10782,14035,11069,8718,9024,10247,9580,10946,14385,19220,17327,14313,11674,17826,14460,17688,21056,9116
2021-01-01,7005,2149,3904,13395,9697,10328,10790,14054,11096,8735,9032,10277,9605,10976,14404,19268,17365,14346,11712,17849,14510,17720,21103,9127
2021-01-02,7014,2152,3911,13420,9719,10338,10799,14068,11116,8768,9050,10300,9631,10997,14430,19312,17392,14385,11739,17890,14560,17772,21144,9138
2021-01-03,7048,2155,3915,13437,9736,10349,10808,14081,11141,8786,9060,10314,9653,11022,14454,19345,17421,14424,11758,17919,14601,17833,21177,9154
2021-01-04,7063,2157,3922,13462,9751,10359,10817,14087,11172,8810,9072,10332,9678,11042,14480,19391,17450,14454,11786,17951,14634,17866,21211,9166
2021-01-05,7082,2158,3928,13473,9766,10364,10827,14094,11191,8829,9082,10352,9693,11060,14495,19420,17488,14482,11807,17978,14671,17908,21248,9175
2021-01-06,7102,2160,3930,13490,9778,10381,10832,14111,11220,8842,9091,10373,9703,11072,14527,19461,17519,14501,11830,18001,14721,17940,21287,9180
2021-01-07,7118,2165,3934,13523,9797,10400,10848,14135,11248,8870,9112,10404,9720,11093,14558,19506,17557,14536,11858,18039,14773,17990,21326,9194
2021-01-08,7131,2165,3937,13548,9810,10413,10864,14163,11276,8895,9130,10429,9733,11128,14581,19550,17592,14575,11891,18083,14825,18030,21362,9208
2021-01-09,7143,2168,3942,13595,9827,10433,10877,14180,11300,8909,9148,10452,9762,11149,14611,19594,17636,14607,11906,18121,14858,18079,21409,9221
2021-01-10,7157,2170,3943,13629,9847,10440,10887,14193,11323,8933,9159,10476,9771,11174,14642,19625,17662,14630,11939,18157,14891,18126,21451,9235
2021-01-11,7169,2173,3946,13661,9865,10462,10899,14219,11346,8964,9172,10496,9801,11194,14670,19663,17704,14667,11971,18187,14940,18168,21482,9244
2021-01-12,7173,2175,3952,13678,9878,10474,10909,14234,11366,8980,9181,10514,9809,11214,14691,19686,17719,14684,11983,18214,14978,18198,21510,9257
2021-01-13,7183,2179,3955,13705,9894,10485,10924,14247,11374,8997,9196,10535,9828,11234,14724,19710,17739,14708,12008,18237,15005,18232,21521,9259
2021-01-14,7200,2183,3961,13742,9912,10500,10937,14285,11389,9024,9215,10574,9847,11252,14750,19751,17764,14740,12029,18275,15045,18278,21574,9275
2021-01-15,7207,2188,3963,13779,9939,10506,10941,14301,11421,9037,9234,10602,9867,11274,14778,19806,17798,14758,12057,18304,15085,18303,21619,9285
2021-01-16,7223,2190,3967,13811,9955,10518,10951,14317,11443,9056,9245,10618,9904,11303,14807,19849,17820,14788,12075,18324,15118,18347,21655,9294
2021-01-17,7246,2193,3974,13842,9971,10537,10957,14339,11467,9072,9256,10637,9923,11320,14834,19895,17848,14805,12098,18346,15169,18379,21696,9307
2021-01-18,7255,2193,3981,13865,9986,10555,10962,14369,11482,9096,9261,10658,9943,11341,14855,19920,17876,14820,12126,18375,15211,18399,21734,9312
2021-01-19,7260,2194,3985,13877,10007,10569,10968,14379,11501,9109,9272,10671,9955,11362,14871,19943,17904,14838,12146,18396,15233,18430,21760,9317
2021-01-20,7272,2199,3990,13905,10018,10581,10973,14391,11517,9122,9285,10690,9961,11375,14899,19962,17934,14857,12168,18414,15281,18455,21811,9323
2021-01-21,7283,2202,3990,13930,10028,10591,10984,14413,11536,9140,9302,10700,9978,11389,14921,19992,17956,14892,12190,18448,15297,18490,21830,9335
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-24,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-25,7305,2212,4011,14016,10085,10639,11022,14454,11605,9211,9370,10756,10038,11469,15022,20135,18054,15000,12273,18548,15412,18611,21954,9361
2021-01-26,7315,2213,4020,14029,10096,10650,11025,14466,11618,9227,9372,10770,10047,11491,15033,20151,18084,15018,12282,18560,15434,18631,21969,9368
2021-01-27,7324,2216,4023,14048,10111,10663,11029,14476,11625,9233,9380,10777,10053,11506,15061,20175,18099,15035,12296,18575,15456,18646,21984,9374
2021-01-28,7331,2217,4026,14066,10119,10671,11038,14481,11648,9245,9402,10794,10068,11514,15087,20214,18137,15056,12305,18598,15495,18665,22006,9377
2021-01-29,7337,2219,4027,14076,10129,10684,11053,14495,11665,9265,9414,10810,10078,11524,15107,20230,18154,15071,12315,18616,15531,18682,22037,9385
2021-01-30,7347,2222,4033,14093,10138,10695,11059,14510,11689,9279,9430,10843,10095,11539,15150,20273,18174,15087,12334,18637,15562,18701,22075,9397
2021-01-31,7357,2226,4034,14107,10153,10705,11069,14523,11704,9306,9453,10856,10109,11556,15166,20301,18195,15111,12347,18655,15595,18721,22086,9403
2021-02-01,7367,2227,4034,14130,10158,10711,11080,14537,11728,9322,9471,10870,10123,11580,15200,20337,18225,15131,12358,18679,15625,18738,22115,9414
2021-02-02,7367,2228,4036,14136,10167,10718,11086,14545,11750,9328,9484,10881,10137,11607,15214,20361,18239,15146,12380,18689,15650,18756,22139,9419
2021-02-03,7376,2233,4039,14152,10182,10730,11094,14558,11765,9339,9496,10889,10144,11620,15229,20382,18263,15172,12391,18701,15674,18766,22155,9420
2021-02-04,7382,2233,4041,14166,10195,10745,11101,14573,11792,9355,9505,10905,10160,11640,15244,20413,18286,15193,12399,18714,15726,18784,22171,9432
2021-02-05,7390,2239,4041,14185,10204,10749,11106,14583,11810,9367,9525,10924,10176,11659,15275,20467,18310,15223,12421,18736,15749,18804,22199,9438
2021-02-06,7393,2240,4050,14199,10216,10760,11114,14601,11824,9382,9532,10947,10185,11673,15295,20505,18336,15233,12436,18751,15780,18814,22232,9452
2021-02-07,7397,2241,4054,14215,10226,10769,11125,14619,11838,9410,9544,10964,10197,11686,15318,20543,18357,15246,12455,18764,15804,18837,22253,9456
2021-02-08,7409,2242,4056,14229,10239,10778,11134,14631,11856,9436,9556,10977,10207,11717,15341,20574,18405,15268,12471,18775,15837,18855,22276,9463
2021-02-09,7413,2245,4057,14245,10245,10789,11140,14652,11873,9453,9560,10987,10216,11747,15352,20598,18424,15295,12496,18793,15870,18878,22308,9470
2021-02-10,7420,2245,4057,14255,10261,10796,11146,14664,11887,9477,9570,11003,10225,11761,15378,20620,18454,15320,12502,18811,15900,18897,22316,9474
2021-02-11,7438,2247,4060,14273,10274,10816,11153,14688,11906,9508,9586,11015,10235,11777,15400,20665,18487,15349,12528,18830,15945,18920,22345,9493
2021-02-12,7450,2248,4062,14285,10293,10826,11161,14706,11924,9533,9609,11037,10253,11800,15426,20703,18521,15372,12550,18846,15978,18950,22371,9504
2021-02-13,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-14,7483,2252,4079,14378,10346,10858,11202,14760,12019,9609,9664,11109,10311,11850,15494,20831,18626,15465,12638,18906,16113,19023,22451,9541
2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16,7486,2253,4084,14399,10356,10866,11220,14783,12044,9624,9676,11134,10327,11866,15522,20866,18656,15487,12654,18935,16156,19043,22473,9552
2021-02-17,7503,2256,4085,14425,10374,10877,11232,14798,12058,9640,9688,11152,10337,11876,15550,20891,18696,15498,12677,18953,16182,19067,22494,9562
2021-02-18,7517,2266,4093,14460,10398,10889,11247,14831,12085,9667,9703,11207,10344,11896,15582,20942,18727,15539,12694,18988,16245,19098,22530,9582
2021-02-19,7534,2270,4106,14496,10410,10908,11261,14852,12114,9690,9722,11258,10381,11932,15634,20996,18763,15579,12714,19016,16293,19135,22559,9600
2021-02-20,7554,2273,4120,14530,10430,10927,11287,14876,12156,9745,9746,11309,10411,11959,15694,21053,18809,15623,12736,19039,16357,19172,22583,9613
2021-02-21,7569,2276,4128,14561,10448,10940,11309,14898,12202,9788,9760,11344,10440,11992,15751,21110,18865,15651,12764,19082,16432,19203,22642,9633
2021-02-22,7590,2283,4132,14603,10477,10966,11333,14925,12255,9849,9779,11395,10469,12040,15810,21181,18908,15699,12799,19114,16498,19260,22691,9654
2021-02-23,7603,2287,4136,14620,10502,10996,11346,14954,12284,9880,9796,11447,10487,12072,15862,21238,18946,15712,12832,19151,16570,19304,22731,9665
2021-02-24,7629,2291,4138,14659,10517,11011,11359,14980,12308,9914,9822,11474,10500,12086,15898,21292,18970,15742,12857,19175,16610,19327,22773,9687
2021-02-25,7651,2296,4146,14689,10542,11042,11379,15011,12355,9962,9855,11523,10527,12120,15979,21383,19048,15800,12906,19246,16698,19404,22831,9708
2021-02-26,7663,2304,4158,14729,10575,11073,11396,15051,12415,10013,9903,11572,10567,12158,16042,21467,19114,15864,12948,19297,16773,19468,22885,9732
2021-02-27,7686,2310,4166,14770,10596,11092,11424,15095,12452,10045,9936,11631,10601,12184,16089,21567,19188,15909,12984,19342,16838,19540,22941,9744
2021-02-28,7706,2318,4179,14829,10622,11112,11437,15136,12480,10104,9965,11689,10621,12216,16124,21660,19239,15953,13017,19387,16901,19591,22998,9766
2021-03-01,7722,2323,4186,14859,10639,11149,11464,15170,12523,10144,9991,11747,10661,12243,16179,21747,19289,15991,13053,19426,16990,19650,23065,9799
2021-03-02,7733,2326,4191,14884,10660,11165,11486,15189,12583,10172,10028,11792,10702,12280,16211,21811,19333,16032,13083,19473,17039,19702,23104,9811
2021-03-03,7746,2329,4196,14913,10682,11180,11521,15224,12618,10199,10044,11835,10727,12322,16266,21883,19378,16066,13111,19520,17094,19747,23151,9829
2021-03-04,7763,2333,4209,14964,10711,11207,11544,15260,12674,10244,10074,11901,10748,12365,16325,21979,19435,16121,13138,19575,17146,19813,23213,9865
2021-03-05,7784,2338,4218,15002,10731,11240,11576,15298,12745,10268,10114,11944,10792,12403,16366,22086,19515,16175,13182,19631,17201,19868,23268,9879
2021-03-06,7811,2341,4227,15048,10765,11273,11593,15330,12799,10310,10156,11991,10824,12448,16430,22205,19570,16233,13230,19671,17285,19936,23336,9903
2021-03-07,7847,2344,4239,15096,10793,11299,11622,15357,12841,10360,10216,12032,10861,12494,16482,22302,19626,16294,13275,19718,17385,20005,23403,9939
2021-03-08,7880,2350,4255,15136,10822,11328,11647,15392,12890,10399,10247,12085,10919,12532,16542,22405,19681,16377,13317,19783,17488,20079,23462,9965
2021-03-09,7894,2361,4260,15163,10852,11344,11668,15424,12959,10451,10289,12140,10947,12578,16572,22501,19755,16423,13355,19834,17561,20147,23516,9982
2021-03-10,7910,2366,4265,15215,10867,11364,11691,15460,12997,10478,10326,12171,10971,12618,16625,22568,19807,16468,13397,19885,17653,20210,23582,10014
2021-03-11,7930,2373,4275,15258,10898,11386,11711,15506,13067,10528,10367,12248,11015,12671,16708,22719,19922,16567,13456,19952,17762,20295,23690,10047
2021-03-12,7960,2376,4286,15306,10932,11419,11734,15534,13123,10598,10429,12311,11059,12727,16795,22852,20016,16619,13544,20021,17861,20396,23764,10082
2021-03-13,7979,2383,4295,15381,10962,11444,11767,15584,13192,10654,10486,12385,11116,12785,16891,23019,20111,16714,13622,20091,18000,20491,23844,10120
2021-03-14,8003,2387,4311,15439,10997,11478,11807,15635,13264,10724,10544,12464,11178,12862,16992,23197,20202,16779,13697,20179,18092,20604,23939,10148
2021-03-15,8031,2395,4323,15524,11057,11543,11841,15707,13362,10818,10608,12541,11225,12933,17069,23391,20309,16881,13773,20276,18208,20705,24050,10187
2021-03-16,8044,2400,4331,15560,11093,11583,11886,15753,13464,10897,10660,12636,11282,13008,17155,23539,20411,16952,13866,20369,18318,20786,24136,10211
2021-03-17,8076,2411,4343,15659,11132,11638,11920,15821,13537,10975,10720,12704,11326,13080,17274,23706,20509,17037,13964,20456,18435,20882,24257,10267
2021-03-18,8112,2415,4360,15736,11181,11724,11940,15892,13646,11065,10811,12806,11398,13161,17364,23913,20669,17152,14062,20587,18545,21016,24462,10313
2021-03-19,8161,2428,4381,15871,11239,11797,11990,16008,13766,11181,10891,12929,11476,13254,17480,24178,20841,17323,14211,20717,18739,21181,24591,10377
2021-03-20,8201,2445,4392,16005,11294,11875,12055,16103,13924,11330,10985,13072,11590,13369,17627,24429,21065,17450,14372,20855,18889,21336,24754,10435
2021-03-21,8241,2451,4410,16098,11353,11944,12111,16207,14045,11430,11084,13217,11686,13472,17763,24667,21254,17589,14483,20993,19107,21504,24961,10528
2021-03-22,8292,2457,4436,16222,11443,12036,12176,16320,14190,11570,11199,13387,11854,13599,17975,25034,21489,17743,14695,21197,19317,21695,25164,10605
2021-03-23,8320,2471,4452,16331,11495,12114,12239,16469,14345,11714,11319,13544,11986,13738,18099,25339,21733,17884,14879,21364,19465,21832,25327,10663
2021-03-24,8387,2485,4482,16491,11578,12209,12313,16597,14485,11835,11434,13665,12096,13887,18314,25596,21974,18059,15039,21518,19681,22017,25511,10714
2021-03-25,8495,2500,4524,16720,11677,12328,12435,16821,14721,12080,11626,13932,12266,14077,18606,26061,22280,18293,15245,21726,19959,22265,25822,10815
2021-03-26,8636,2511,4588,16925,11782,12475,12561,16988,14961,12303,11800,14198,12496,14278,18944,26476,22619,18499,15549,22024,20239,22538,26136,10935
2021-03-27,8765,2518,4644,17137,11919,12620,12687,17189,15206,12537,11988,14455,12684,14495,19253,26917,22971,18719,15820,22318,20561,22771,26380,11048
2021-03-28,8876,2542,4699,17400,12073,12808,12811,17389,15460,12760,12166,14815,12855,14703,19573,27344,23400,19035,16131,22658,20854,23137,26737,11173
2021-03-29,8985,2569,4769,17654,12264,12974,12953,17683,15709,13005,12402,15150,13047,14938,19912,27829,23842,19353,16520,23066,21217,23485,27120,11330
2021-03-30,9071,2586,4811,17905,12369,13119,13061,17913,15970,13237,12554,15433,13241,15138,20183,28290,24234,19613,16904,23423,21552,23805,27408,11427
2021-03-31,9171,2604,4836,18049,12473,13203,13174,18086,16175,13430,12661,15685,13370,15299,20358,28799,24581,19816,17279,23700,21781,24081,27703,11527
2021-04-01,9316,2641,4892,18334,12652,13323,13303,18292,16437,13696,12862,15936,13597,15505,20718,29165,24916,20042,17480,23961,22076,24309,27938,11635
2021-04-02,9507,2674,4966,18648,12882,13559,13467,18566,16824,13995,13116,16306,13835,15796,21147,29858,25587,20397,17873,24474,22477,24879,28520,11871
2021-04-03,9647,2705,5036,19024,13104,13764,13630,18868,17220,14302,13397,16703,14107,16102,21557,30542,26211,20746,18350,25006,22962,25506,29012,12105
2021-04-04,9793,2745,5116,19405,13302,13984,13783,19157,17618,14712,13683,17132,14431,16411,22136,31223,26753,21116,18854,25584,23428,25982,29521,12353
2021-04-05,9984,2791,5190,19804,13542,14225,13986,19513,18053,15109,13928,17640,14816,16851,22599,32050,27504,21503,19484,26141,23832,26684,30195,12590
2021-04-06,10134,2840,5253,20166,13705,14493,14182,19800,18522,15503,14261,18048,15163,17219,23187,32788,28147,21864,19962,26734,24237,27300,30750,12794
2021-04-07,10315,2875,5334,20542,13961,14683,14394,20092,18911,15829,14531,18465,15543,17533,23672,33476,28820,22312,20459,27334,24807,27992,31338,13065
2021-04-08,10582,2921,5399,21033,14258,14945,14624,20508,19326,16251,14869,18883,15988,17816,24235,34252,29517,22694,20965,28049,25127,28703,32012,13359
2021-04-09,10793,2960,5453,21376,14508,15183,14806,20843,19750,16558,15149,19278,16229,18046,24617,34960,30070,22960,21465,28629,25473,29274,32525,13585
2021-04-10,10990,2993,5506,21814,14758,15401,14993,21135,20060,16865,15449,19690,16538,18362,25032,35637,30635,23360,22015,29236,25918,29855,33007,13920
2021-04-11,11227,3020,5579,22285,15008,15656,15214,21475,20438,17123,15722,20172,16799,18617,25341,36413,31305,23732,22486,29785,26309,30416,33658,14133
2021-04-12,11504,3055,5674,22774,15247,15937,15476,21796,20896,17437,15982,20750,17133,18917,25800,37136,31944,24138,23076,30472,26732,31021,34131,14388
2021-04-13,11649,3089,5791,23155,15356,16184,15614,22052,21220,17658,16151,21179,17358,19153,26071,37824,32510,24390,23433,30832,26960,31476,34536,14505
2021-04-14,11849,3106,5829,23550,15559,16415,15764,22330,21514,17897,16353,21572,17659,19403,26454,38393,32977,24762,23827,31320,27280,31950,34987,14698
2021-04-15,12052,3155,5915,24010,15826,16736,16023,22735,21984,18183,16661,21985,18054,19688,26812,38980,33553,25114,24152,31875,27608,32440,35521,14992
2021-04-16,12242,3183,5963,24483,16031,17029,16211,22996,22284,18447,16869,22439,18351,19927,27142,39658,34109,25496,24529,32365,27882,32980,36014,15214
2021-04-17,12505,3222,6015,24951,16319,17273,16447,23249,22573,18661,17101,22825,18703,20200,27549,40311,34664,25825,24972,32942,28205,33520,36493,15483
2021-04-18,12707,3245,6069,25437,16630,17551,16646,23527,22914,18903,17311,23197,18932,20460,27905,41009,35219,26165,25433,33505,28579,34065,37145,15797
2021-04-19,12937,3283,6115,25908,16850,17808,16843,23768,23223,19114,17494,23582,19181,20642,28178,41632,35836,26516,26041,34092,28907,34697,37681,16060
2021-04-20,13077,3308,6171,26236,17035,18019,17008,24022,23508,19313,17665,23893,19397,20842,28397,42252,36399,26851,26518,34553,29172,35316,38168,16282
2021-04-21,13280,3361,6218,26603,17314,18262,17185,24198,23768,19495,17827,24202,19625,21050,28754,42724,36868,27109,26864,35011,29477,35877,38608,16510
2021-04-22,13514,3393,6274,27072,17573,18498,17381,24456,24003,19660,18003,24559,19860,21267,29053,43287,37381,27385,27187,35492,29706,36417,39125,16795
